Sortie,Spot,Bildnr,Datum,MASSTAB,QU,Acc,Form,Abd,LBDB,Quelle,x,y,Radius_Bild,EPSG-Code,flughohe
E-264,F-05403,1150,09/24/1943,"24,000",,1,23,38,Nein,Plot,76001,167740,2640,31255,28000
E-264,F-05403,1151,09/24/1943,"24,000",,1,23,86,Nein,Plot,75902,166632,2640,31255,28000
E-264,F-05403,1152,09/24/1943,"24,000",,,23,82,Ja,BM,76183,166402,2760,31255,28000
E-264,F-05403,1153,09/24/1943,"24,000",,,23,100,Ja,BM,75589,165288,2760,31255,28000
E-264,F-05403,1154,09/24/1943,"24,000",,1,23,71,Nein,Plot,75602,163309,2640,31255,28000
E-264,F-05403,2152,09/24/1943,"24,000",,1,23,57,Nein,Plot,72597,166786,2640,31255,28000
E-264,F-05403,2153,09/24/1943,"24,000",,1,23,74,Nein,Plot,72486,165863,2640,31255,28000
E-264,F-05403,2154,09/24/1943,"24,000",,1,23,71,Nein,Plot,72375,164940,2640,31255,28000
E-264,F-05403,2155,09/24/1943,"24,000",,1,23,51,Nein,Plot,72265,164017,2640,31255,28000
E-264,F-05403,3153,09/24/1943,"9,000",,1,21,34,Nein,Plot,74770,163974,990,31255,28000
E-264,F-05403,3154,09/24/1943,"9,000",,1,21,71,Nein,Plot,74872,164802,990,31255,28000
E-264,F-05403,3155,09/24/1943,"9,000",,1,21,71,Nein,Plot,74973,165630,990,31255,28000
E-264,F-05403,3156,09/24/1943,"9,000",,1,21,34,Nein,Plot,75075,166459,990,31255,28000
15SG-0240,ACIU,5007,01/23/1944,"52,000",1,1,23,100,Nein,Plot,77037,168584,5720,31255,26000
15SG-0240,ACIU,5008,01/23/1944,"52,000",1,1,23,100,Nein,Plot,74364,167800,5720,31255,26000
15SG-0240,ACIU,5009,01/23/1944,"52,000",1,1,23,100,Nein,Plot,75085,165544,5720,31255,26000
15SG-0240,ACIU,5010,01/23/1944,"52,000",1,1,23,100,Nein,Plot,74194,163901,5720,31255,26000
15SG-0254,Jaric,3049,01/31/1944,"13,000",1,1,23,81,Nein,Plot,75270,165611,1430,31255,26000
15SG-0254,Jaric,3050,01/31/1944,"13,000",1,1,23,70,Nein,Plot,74967,164328,1430,31255,26000
15SG-0254,Jaric,5012,01/31/1944,"52,000",1,1,23,100,Nein,Plot,74783,167593,5720,31255,26000
NA-870,ACIU,3084,02/05/1944,"7,000",1,,,38,Ja,BM,75362,164678,770,31255,21000
NA-870,ACIU,3085,02/05/1944,"7,000",1,,,52,Ja,BM,74720,164569,770,31255,21000
NA-870,ACIU,4088,02/05/1944,"7,000",,1,21,33,Nein,Plot,75643,165465,770,31255,21000
NA-870,ACIU,4089,02/05/1944,"7,000",,1,21,61,Nein,Plot,75064,165452,770,31255,21000
NA-870,ACIU,4090,02/05/1944,"7,000",,1,21,77,Nein,Plot,74484,165462,770,31255,21000
NA-870,ACIU,4091,02/05/1944,"7,000",,1,21,54,Nein,Plot,73905,165441,770,31255,21000
NA-870,ACIU,4106,02/05/1944,"7,000",,1,21,40,Nein,Plot,74706,166206,770,31255,21000
NA-870,ACIU,4107,02/05/1944,"7,000",,1,21,32,Nein,Plot,75386,166020,770,31255,21000
15SG-0293,Jaric,4053,02/24/1944,"12,000",1,1,23,67,Nein,Plot,73778,165845,1320,31255,24000
682-NA-896,Jaric,3018,02/25/1944,"8,500",1,1,21,38,Nein,Plot,73417,165081,935,31255,26000
682-NA-896,Jaric,3019,02/25/1944,"8,500",1,1,21,80,Nein,Plot,74242,165236,935,31255,26000
682-NA-896,Jaric,3020,02/25/1944,"8,500",1,1,21,70,Nein,Plot,75068,165392,935,31255,26000
682-NA-896,Jaric,3031,02/25/1944,"8,500",1,1,21,45,Nein,Plot,73862,164515,935,31255,26000
682-NA-896,Jaric,3032,02/25/1944,"8,500",1,1,21,69,Nein,Plot,74025,165176,935,31255,26000
682-NA-896,Jaric,3033,02/25/1944,"8,500",1,1,21,62,Nein,Plot,74188,165835,935,31255,26000
682-NA-896,Jaric,3034,02/25/1944,"8,500",1,1,21,34,Nein,Plot,74351,166495,935,31255,26000
682-NA-896,Jaric,4031,02/25/1944,"8,500",1,1,21,36,Nein,Plot,75256,164287,935,31255,26000
682-NA-896,Jaric,4032,02/25/1944,"8,500",1,1,21,52,Nein,Plot,75395,164947,935,31255,26000
682-NA-896,Jaric,4033,02/25/1944,"8,500",1,1,21,45,Nein,Plot,75533,165607,935,31255,26000
15SG-0300,Jaric,3012,02/28/1944,"11,500",1,1,23,46,Nein,Plot,73254,165534,1265,31255,24000
15SG-0300,Jaric,3013,02/28/1944,"11,500",1,1,23,90,Nein,Plot,74548,165707,1265,31255,24000
15SG-0300,Jaric,3014,02/28/1944,"11,500",1,1,23,41,Nein,Plot,75842,165881,1265,31255,24000
15SG-0300,Jaric,4004,02/28/1944,"11,500",1,1,23,45,Nein,Plot,73319,164738,1265,31255,24000
15SG-0300,Jaric,4005,02/28/1944,"11,500",1,1,23,77,Nein,Plot,74013,164811,1265,31255,24000
15SG-0300,Jaric,4006,02/28/1944,"11,500",1,1,23,93,Nein,Plot,74707,164884,1265,31255,24000
15SG-0300,Jaric,4007,02/28/1944,"11,500",1,1,23,68,Nein,Plot,75401,164957,1265,31255,24000
15SG-0300,Jaric,4008,02/28/1944,"11,500",1,1,23,35,Nein,Plot,76095,165031,1265,31255,24000
15SG-0331,ACIU,3050,03/19/1944,"12,500",1,,,32,Ja,BM,75341,163722,1375,31255,25000
15SG-0331,ACIU,3051,03/19/1944,"12,500",1,,,57,Ja,BM,74493,164046,1375,31255,25000
15SG-0331,ACIU,3052,03/19/1944,"12,500",1,,,51,Ja,BM,73690,164226,1375,31255,25000
15SG-0331,ACIU,4051,03/19/1944,"12,500",1,,,55,Ja,BM,75176,166358,1375,31255,25000
15SG-0331,ACIU,4052,03/19/1944,"12,500",1,,,58,Ja,BM,74372,166454,1375,31255,25000
15SG-0331,ACIU,4056,03/19/1944,"12,500",1,1,23,68,Nein,Plot,73864,165996,1375,31255,25000
15SG-0331,ACIU,4057,03/19/1944,"12,500",1,1,23,78,Nein,Plot,75284,165610,1375,31255,25000
15SG-0331,ACIU,5013,03/19/1944,"50,000",1,1,23,100,Nein,Plot,73498,164891,5500,31255,25000
15SG-0331,ACIU,5014,03/19/1944,"50,000",1,1,23,100,Nein,Plot,73463,164347,5500,31255,25000
15SG-0331,ACIU,5015,03/19/1944,"50,000",1,1,23,98,Nein,Plot,74509,169788,5500,31255,25000
J-755,F-09454,3046,03/29/1944,"8,000",2,1,23,36,Nein,Plot,75286,164379,880,31255,24000
J-755,F-09454,3047,03/29/1944,"8,000",2,1,23,48,Nein,Plot,75324,164779,880,31255,24000
J-755,Jaric,3048,03/29/1944,"8,000",1,,,53,Ja,BM,75365,165375,880,31255,24000
J-755,Jaric,3049,03/29/1944,"8,000",1,,,40,Ja,BM,75471,165823,880,31255,24000
J-755,Jaric,5005,03/29/1944,"48,000",1,1,23,91,Nein,Plot,76514,161264,5280,31255,24000
J-755,Jaric,5006,03/29/1944,"48,000",1,1,23,100,Nein,Plot,76544,164803,5280,31255,24000
J-755,Jaric,5007,03/29/1944,"48,000",1,1,23,100,Nein,Plot,76574,168341,5280,31255,24000
15SG-0356,Jaric,3077,04/02/1944,"14,000",2,,,100,Ja,BM,74360,165554,1540,31255,28000
15SG-0356,Jaric,3078,04/02/1944,"14,000",2,,,67,Ja,BM,74781,166427,1540,31255,28000
15SG-0356,Jaric,3079,04/02/1944,"14,000",2,1,23,62,Nein,Plot,75276,166329,1540,31255,28000
15SG-0356,Jaric,4076,04/02/1944,"14,000",2,1,23,34,Nein,Plot,75085,167030,1540,31255,28000
